Gmt time,Open,High,Low,Close,Volume
02.09.2019 01:21:00.000,1526.215,1526.305,1525.232,1525.395,98970.00339999999
02.09.2019 01:24:00.000,1525.395,1525.595,1524.782,1524.935,135649.9997
02.09.2019 01:27:00.000,1524.992,1525.705,1524.975,1525.372,99700.00200000001
02.09.2019 01:30:00.000,1525.355,1525.442,1524.395,1524.395,96929.9991
02.09.2019 01:33:00.000,1524.432,1524.825,1524.075,1524.205,166340.00089999998
02.09.2019 01:36:00.000,1524.215,1524.835,1523.922,1524.485,109209.9977
02.09.2019 01:39:00.000,1524.485,1524.895,1524.255,1524.865,57210.0002
02.09.2019 01:42:00.000,1524.885,1525.075,1524.335,1524.555,80919.9978
02.09.2019 01:45:00.000,1524.515,1524.515,1523.695,1524.135,209610.0003
02.09.2019 01:48:00.000,1524.145,1524.235,1523.232,1523.595,110329.9987
02.09.2019 01:51:00.000,1523.595,1524.805,1523.455,1524.655,95920.0002
02.09.2019 01:54:00.000,1524.655,1525.882,1524.575,1525.442,183749.9961
02.09.2019 01:57:00.000,1525.342,1525.755,1524.435,1524.775,184899.997
02.09.2019 02:00:00.000,1524.755,1525.305,1524.252,1525.025,104549.9984
02.09.2019 02:03:00.000,1524.995,1525.235,1524.252,1524.295,38170.0006
02.09.2019 02:06:00.000,1524.265,1524.505,1523.995,1524.045,81640.0013
02.09.2019 02:09:00.000,1524.055,1524.502,1523.742,1524.452,36580
02.09.2019 02:12:00.000,1524.452,1524.795,1524.155,1524.375,62760.001099999994
02.09.2019 02:15:00.000,1524.365,1524.685,1523.802,1523.902,46290.0009
02.09.2019 02:18:00.000,1523.902,1524.265,1523.852,1524.265,30750.0004
02.09.2019 02:21:00.000,1524.265,1524.655,1524.265,1524.615,26929.9997
02.09.2019 02:24:00.000,1524.555,1524.612,1524.095,1524.545,37779.998999999996
02.09.2019 02:27:00.000,1524.545,1524.545,1524.125,1524.135,28139.9992
02.09.2019 02:30:00.000,1524.135,1524.715,1523.795,1523.795,82539.9999
02.09.2019 02:33:00.000,1523.795,1523.892,1523.492,1523.782,91130.00140000001
02.09.2019 02:36:00.000,1523.795,1523.882,1523.425,1523.635,94470.0018
02.09.2019 02:39:00.000,1523.595,1523.935,1523.375,1523.385,110910.0003
02.09.2019 02:42:00.000,1523.385,1524.495,1523.365,1524.395,110260.0005
02.09.2019 02:45:00.000,1524.395,1524.505,1523.785,1524.415,98069.9994
02.09.2019 02:48:00.000,1524.415,1524.972,1524.302,1524.907,80100.0018
02.09.2019 02:51:00.000,1524.962,1525.102,1524.702,1524.802,61259.99990000001
02.09.2019 02:54:00.000,1524.772,1526.552,1524.772,1526.235,126339.9952
02.09.2019 02:57:00.000,1526.172,1526.352,1525.605,1525.732,132500.0003
02.09.2019 03:00:00.000,1525.685,1525.982,1525.515,1525.645,70650.0001
02.09.2019 03:03:00.000,1525.665,1526.032,1525.615,1525.995,78650.0014
02.09.2019 03:06:00.000,1526.005,1526.232,1525.715,1526.145,72339.9986
02.09.2019 03:09:00.000,1526.142,1526.185,1525.595,1525.595,68640.0011
02.09.2019 03:12:00.000,1525.605,1525.915,1525.545,1525.915,48659.9999
02.09.2019 03:15:00.000,1525.925,1526.065,1525.835,1525.905,30360.000200000002
02.09.2019 03:18:00.000,1525.885,1525.885,1525.575,1525.745,53829.9986
02.09.2019 03:21:00.000,1525.745,1526.395,1525.455,1526.295,66659.9981
02.09.2019 03:24:00.000,1526.275,1526.595,1526.222,1526.495,78830
02.09.2019 03:27:00.000,1526.485,1526.722,1526.275,1526.475,46839.998999999996
02.09.2019 03:30:00.000,1526.475,1526.735,1526.415,1526.425,49379.9998
02.09.2019 03:33:00.000,1526.425,1526.465,1526.185,1526.255,27640
02.09.2019 03:36:00.000,1526.225,1526.265,1526.075,1526.075,19160.0001
02.09.2019 03:39:00.000,1526.095,1526.192,1526.005,1526.065,28869.999499999998
02.09.2019 03:42:00.000,1526.075,1526.112,1525.695,1525.755,31680
02.09.2019 03:45:00.000,1525.765,1525.922,1525.675,1525.912,24120.000200000002
02.09.2019 03:48:00.000,1525.922,1525.985,1525.632,1525.685,33850.0002
02.09.2019 03:51:00.000,1525.665,1525.785,1525.595,1525.785,20389.9997
02.09.2019 03:54:00.000,1525.765,1525.995,1525.695,1525.995,23059.999600000003
02.09.2019 03:57:00.000,1526.075,1526.085,1525.895,1525.895,23269.9997
02.09.2019 04:00:00.000,1525.912,1526.275,1525.905,1526.185,24920.0003
02.09.2019 04:03:00.000,1526.202,1526.295,1526.012,1526.285,11620.0003
02.09.2019 04:06:00.000,1526.325,1526.585,1526.205,1526.485,24090.0002
02.09.2019 04:09:00.000,1526.485,1526.675,1526.185,1526.255,25739.999900000003
02.09.2019 04:12:00.000,1526.265,1526.275,1526.012,1526.085,23079.9998
02.09.2019 04:15:00.000,1526.095,1526.222,1526.095,1526.215,13449.999899999999
02.09.2019 04:18:00.000,1526.215,1526.215,1525.912,1526.055,25179.9994
02.09.2019 04:21:00.000,1526.075,1526.125,1525.925,1525.975,18409.9999
02.09.2019 04:24:00.000,1525.995,1526.255,1525.995,1526.195,22419.999399999997
02.09.2019 04:27:00.000,1526.155,1526.155,1525.885,1525.945,32209.999800000005
02.09.2019 04:30:00.000,1525.935,1525.975,1525.785,1525.875,28800.0001
02.09.2019 04:33:00.000,1525.865,1526.555,1525.855,1526.555,31410.0003
02.09.2019 04:36:00.000,1526.555,1526.692,1526.155,1526.155,24539.999499999998
02.09.2019 04:39:00.000,1526.185,1526.185,1525.805,1525.855,36940
02.09.2019 04:42:00.000,1525.855,1525.945,1525.655,1525.735,21780
02.09.2019 04:45:00.000,1525.732,1526.005,1525.545,1525.995,17639.999499999998
02.09.2019 04:48:00.000,1525.975,1526.055,1525.665,1525.775,8460.0002
02.09.2019 04:51:00.000,1525.775,1526.065,1525.775,1525.965,8240.0002
02.09.2019 04:54:00.000,1525.965,1526.102,1525.895,1525.965,9640.0002
02.09.2019 04:57:00.000,1525.955,1526.015,1525.795,1525.802,14969.999899999999
02.09.2019 05:00:00.000,1525.795,1525.985,1525.785,1525.972,22930
02.09.2019 05:03:00.000,1525.975,1526.165,1525.965,1525.965,19000.0003
02.09.2019 05:06:00.000,1525.945,1525.955,1525.105,1525.185,45839.9997
02.09.2019 05:09:00.000,1525.195,1525.495,1525.165,1525.215,33719.9988
02.09.2019 05:12:00.000,1525.215,1525.285,1525.115,1525.185,30029.999499999998
02.09.2019 05:15:00.000,1525.195,1525.505,1525.115,1525.485,25970.0003
02.09.2019 05:18:00.000,1525.475,1525.502,1525.095,1525.232,37720.000400000004
02.09.2019 05:21:00.000,1525.242,1525.402,1525.202,1525.232,41460.0009
02.09.2019 05:24:00.000,1525.302,1525.602,1525.225,1525.525,39709.9992
02.09.2019 05:27:00.000,1525.525,1525.815,1525.505,1525.745,25320
02.09.2019 05:30:00.000,1525.745,1525.745,1524.775,1524.905,74279.9994
02.09.2019 05:33:00.000,1524.922,1525.262,1524.732,1525.262,44290.0006
02.09.2019 05:36:00.000,1525.255,1525.415,1525.022,1525.355,56090.000100000005
02.09.2019 05:39:00.000,1525.415,1525.775,1525.155,1525.735,49889.999500000005
02.09.2019 05:42:00.000,1525.745,1525.765,1525.485,1525.485,52809.999299999996
02.09.2019 05:45:00.000,1525.502,1525.565,1525.075,1525.085,42799.998999999996
02.09.2019 05:48:00.000,1525.095,1525.165,1524.815,1524.865,55800.000199999995
02.09.2019 05:51:00.000,1524.865,1525.055,1524.675,1524.775,64069.99930000001
02.09.2019 05:54:00.000,1524.785,1524.835,1524.385,1524.835,85370.0004
02.09.2019 05:57:00.000,1524.835,1525.035,1524.415,1525.025,68309.99900000001
02.09.2019 06:00:00.000,1525.025,1525.185,1523.785,1524.235,58530.000100000005
02.09.2019 06:03:00.000,1524.265,1524.645,1524.145,1524.195,79909.99710000001
02.09.2019 06:06:00.000,1524.175,1524.422,1523.825,1524.245,86929.9975
02.09.2019 06:09:00.000,1524.245,1524.275,1523.335,1523.835,114979.99919999999
02.09.2019 06:12:00.000,1523.835,1523.915,1523.355,1523.845,130529.99970000001
02.09.2019 06:15:00.000,1523.855,1524.665,1523.795,1524.445,107289.9998
02.09.2019 06:18:00.000,1524.425,1524.565,1524.005,1524.235,85359.9999
02.09.2019 06:21:00.000,1524.205,1524.515,1524.135,1524.305,79609.9975
02.09.2019 06:24:00.000,1524.325,1524.385,1523.945,1524.105,65279.999800000005
02.09.2019 06:27:00.000,1524.085,1524.205,1523.905,1524.065,42840.0002
02.09.2019 06:30:00.000,1524.065,1524.245,1523.852,1524.065,59049.9994
02.09.2019 06:33:00.000,1524.075,1524.155,1523.195,1523.195,90460.0005
02.09.2019 06:36:00.000,1523.205,1523.585,1522.965,1523.205,120969.99949999999
02.09.2019 06:39:00.000,1523.205,1523.442,1522.795,1522.935,90460.0025
02.09.2019 06:42:00.000,1522.945,1523.055,1522.425,1522.525,146790.0016
02.09.2019 06:45:00.000,1522.505,1522.775,1522.302,1522.775,99869.9991
02.09.2019 06:48:00.000,1522.735,1522.845,1522.175,1522.375,81360.0011
02.09.2019 06:51:00.000,1522.385,1522.495,1521.885,1522.295,97189.99829999999
02.09.2019 06:54:00.000,1522.312,1522.565,1521.612,1521.655,113800.00039999999
02.09.2019 06:57:00.000,1521.665,1522.995,1521.152,1522.955,167810.0004
02.09.2019 07:00:00.000,1522.935,1523.685,1522.752,1523.035,91630.0007
02.09.2019 07:03:00.000,1523.015,1523.315,1522.232,1522.772,93609.9999
02.09.2019 07:06:00.000,1522.742,1522.972,1522.542,1522.972,59429.9995
02.09.2019 07:09:00.000,1522.972,1523.135,1522.622,1522.655,66199.9993
02.09.2019 07:12:00.000,1522.705,1522.765,1521.965,1522.655,90020.0009
02.09.2019 07:15:00.000,1522.655,1523.315,1522.625,1522.805,45979.999899999995
02.09.2019 07:18:00.000,1522.805,1523.085,1522.365,1522.385,49780.0009
02.09.2019 07:21:00.000,1522.375,1522.375,1520.002,1520.012,203759.99810000003
02.09.2019 07:24:00.000,1520.002,1521.232,1519.552,1521.002,182439.99970000001
02.09.2019 07:27:00.000,1521.012,1521.285,1520.845,1521.262,97650.0008
02.09.2019 07:30:00.000,1521.262,1521.432,1520.822,1521.222,134939.9983
02.09.2019 07:33:00.000,1521.222,1521.432,1520.932,1521.182,67090.0009
02.09.2019 07:36:00.000,1521.182,1521.662,1521.072,1521.662,66799.99919999999
02.09.2019 07:39:00.000,1521.652,1522.500,1521.555,1522.500,72680.0012
02.09.2019 07:42:00.000,1522.500,1522.500,1522.235,1522.285,65040.0016
02.09.2019 07:45:00.000,1522.285,1522.635,1522.012,1522.245,76129.9981
02.09.2019 07:48:00.000,1522.255,1522.735,1522.202,1522.302,50539.999299999996
02.09.2019 07:51:00.000,1522.302,1522.525,1521.995,1522.525,70059.9999
02.09.2019 07:54:00.000,1522.525,1522.825,1521.705,1522.205,79180.0003
02.09.2019 07:57:00.000,1522.205,1522.705,1522.095,1522.555,96219.9997
02.09.2019 08:00:00.000,1522.555,1522.735,1522.315,1522.685,43650.0013
02.09.2019 08:03:00.000,1522.645,1522.932,1522.295,1522.415,33439.9995
02.09.2019 08:06:00.000,1522.405,1522.705,1522.405,1522.625,16170.000700000002
02.09.2019 08:09:00.000,1522.625,1523.322,1522.345,1522.445,145139.9997
02.09.2019 08:12:00.000,1522.425,1522.562,1521.825,1521.845,65749.9991
02.09.2019 08:15:00.000,1521.855,1522.032,1521.525,1521.855,71540.00170000001
02.09.2019 08:18:00.000,1521.855,1522.155,1521.712,1521.932,56749.9995
02.09.2019 08:21:00.000,1521.872,1522.652,1521.872,1522.625,51350.0003
02.09.2019 08:24:00.000,1522.635,1522.635,1522.022,1522.055,65790.0014
02.09.2019 08:27:00.000,1522.062,1522.362,1522.045,1522.362,25150.000200000002
02.09.2019 08:30:00.000,1522.355,1522.355,1521.745,1521.885,55580.0013
02.09.2019 08:33:00.000,1521.885,1522.152,1521.785,1522.075,67500.0008
02.09.2019 08:36:00.000,1522.095,1522.125,1521.652,1521.652,65829.9979
02.09.2019 08:39:00.000,1521.695,1522.202,1521.695,1522.125,31179.9999
02.09.2019 08:42:00.000,1522.145,1522.202,1521.985,1522.175,19479.9996
02.09.2019 08:45:00.000,1522.165,1522.265,1521.825,1521.935,43010.001000000004
02.09.2019 08:48:00.000,1521.935,1522.295,1521.915,1522.295,30230.000399999997
02.09.2019 08:51:00.000,1522.295,1522.425,1521.945,1522.015,37540.000799999994
02.09.2019 08:54:00.000,1522.025,1522.025,1521.345,1521.705,123640.00259999999
02.09.2019 08:57:00.000,1521.665,1521.835,1521.425,1521.515,89600.0005
02.09.2019 09:00:00.000,1521.515,1521.535,1521.025,1521.435,108489.9976
02.09.2019 09:03:00.000,1521.425,1521.815,1521.305,1521.625,62909.999899999995
02.09.2019 09:06:00.000,1521.625,1521.885,1521.605,1521.795,48399.9998
02.09.2019 09:09:00.000,1521.795,1522.035,1521.725,1521.925,64470.0005
02.09.2019 09:12:00.000,1521.925,1522.275,1521.925,1521.935,43859.999599999996
02.09.2019 09:15:00.000,1521.885,1522.212,1521.845,1522.065,19940
02.09.2019 09:18:00.000,1522.075,1522.692,1522.075,1522.692,22710
02.09.2019 09:21:00.000,1522.692,1523.072,1522.625,1522.985,42309.999500000005
02.09.2019 09:24:00.000,1522.985,1525.032,1522.965,1523.915,111839.9985
02.09.2019 09:27:00.000,1523.915,1524.162,1523.702,1523.732,83319.9993
02.09.2019 09:30:00.000,1523.752,1523.795,1523.402,1523.795,66659.9991
02.09.2019 09:33:00.000,1523.802,1524.052,1523.725,1524.052,35369.9997
02.09.2019 09:36:00.000,1524.052,1524.545,1523.885,1524.095,55400
02.09.2019 09:39:00.000,1524.095,1524.285,1523.895,1523.925,71050.0013
02.09.2019 09:42:00.000,1523.935,1523.975,1523.645,1523.645,74440.0005
02.09.2019 09:45:00.000,1523.625,1524.242,1523.625,1524.215,57899.9985
02.09.2019 09:48:00.000,1524.225,1524.845,1524.225,1524.822,40039.999899999995
02.09.2019 09:51:00.000,1524.822,1525.942,1524.732,1525.915,108439.9987
02.09.2019 09:54:00.000,1525.912,1526.112,1525.542,1526.015,84300.0003
02.09.2019 09:57:00.000,1526.015,1526.305,1525.652,1525.885,94079.99930000001
02.09.2019 10:00:00.000,1525.885,1526.395,1525.865,1526.295,58930.0003
02.09.2019 10:03:00.000,1526.295,1526.545,1526.065,1526.295,71820.0002
02.09.2019 10:06:00.000,1526.275,1526.275,1525.645,1525.665,38069.9997
02.09.2019 10:09:00.000,1525.655,1525.825,1525.265,1525.265,36810.000400000004
02.09.2019 10:12:00.000,1525.265,1525.555,1524.925,1525.115,58900.0005
02.09.2019 10:15:00.000,1525.135,1525.315,1524.925,1524.925,37799.9991
02.09.2019 10:18:00.000,1524.915,1525.105,1524.355,1524.845,30510
02.09.2019 10:21:00.000,1524.845,1525.332,1524.625,1525.085,26720.000399999997
02.09.2019 10:24:00.000,1525.085,1525.752,1524.995,1525.752,26429.9996
02.09.2019 10:27:00.000,1525.755,1526.415,1524.935,1524.995,132079.9998
02.09.2019 10:30:00.000,1524.995,1525.225,1524.795,1525.045,84029.9986
02.09.2019 10:33:00.000,1525.035,1525.135,1524.835,1525.035,48750.0001
02.09.2019 10:36:00.000,1525.015,1525.055,1524.132,1524.235,81289.9992
02.09.2019 10:39:00.000,1524.235,1524.445,1523.645,1524.365,87679.9989
02.09.2019 10:42:00.000,1524.365,1524.435,1524.075,1524.352,67350.0001
02.09.2019 10:45:00.000,1524.342,1524.645,1524.275,1524.585,89329.99889999999
02.09.2019 10:48:00.000,1524.565,1524.835,1524.465,1524.785,35690.0007
02.09.2019 10:51:00.000,1524.795,1524.935,1524.595,1524.602,39780.0002
02.09.2019 10:54:00.000,1524.585,1524.715,1524.525,1524.685,18950.0004
02.09.2019 10:57:00.000,1524.695,1524.755,1524.315,1524.402,44169.9988
02.09.2019 11:00:00.000,1524.402,1524.975,1524.385,1524.975,54029.9994
02.09.2019 11:03:00.000,1524.972,1525.485,1524.962,1525.482,57920.0005
02.09.2019 11:06:00.000,1525.475,1525.475,1525.195,1525.375,55700.0003
02.09.2019 11:09:00.000,1525.375,1525.625,1525.295,1525.485,30700
02.09.2019 11:12:00.000,1525.465,1525.465,1525.175,1525.255,27439.999300000003
02.09.2019 11:15:00.000,1525.255,1525.515,1525.255,1525.495,16619.9997
02.09.2019 11:18:00.000,1525.472,1525.475,1525.052,1525.475,22460.000200000002
02.09.2019 11:21:00.000,1525.455,1525.455,1524.975,1525.075,10220
02.09.2019 11:24:00.000,1525.075,1525.455,1525.075,1525.385,9810
02.09.2019 11:27:00.000,1525.375,1525.655,1525.275,1525.655,16010.0004
02.09.2019 11:30:00.000,1525.665,1525.935,1525.645,1525.755,35780.0005
02.09.2019 11:33:00.000,1525.765,1526.195,1525.665,1525.765,76559.999
02.09.2019 11:36:00.000,1525.775,1525.875,1525.752,1525.862,60150.0012
02.09.2019 11:39:00.000,1525.852,1525.885,1525.552,1525.695,62079.9997
02.09.2019 11:42:00.000,1525.665,1525.715,1525.205,1525.245,27470.000500000002
02.09.2019 11:45:00.000,1525.265,1525.355,1524.675,1524.775,68200.0005
02.09.2019 11:48:00.000,1524.795,1524.875,1524.475,1524.785,43319.9983
02.09.2019 11:51:00.000,1524.785,1524.885,1524.405,1524.845,45130.000499999995
02.09.2019 11:54:00.000,1524.865,1524.915,1524.495,1524.855,39669.9998
02.09.2019 11:57:00.000,1524.855,1524.885,1524.575,1524.695,43620.0005
02.09.2019 12:00:00.000,1524.675,1524.895,1524.235,1524.855,74299.9995
02.09.2019 12:03:00.000,1524.835,1525.585,1524.705,1525.485,80199.9997
02.09.2019 12:06:00.000,1525.522,1525.522,1524.735,1524.735,48239.9994
02.09.2019 12:09:00.000,1524.755,1524.955,1524.485,1524.615,57639.9984
02.09.2019 12:12:00.000,1524.595,1524.765,1524.465,1524.575,35550.0001
02.09.2019 12:15:00.000,1524.502,1524.705,1524.195,1524.455,27649.9999
02.09.2019 12:18:00.000,1524.455,1524.675,1524.365,1524.675,27199.9994
02.09.2019 12:21:00.000,1524.675,1524.745,1524.385,1524.645,45420.0003
02.09.2019 12:24:00.000,1524.665,1524.755,1524.465,1524.755,35589.999500000005
02.09.2019 12:27:00.000,1524.755,1524.925,1524.665,1524.665,21870
02.09.2019 12:30:00.000,1524.665,1525.255,1524.485,1525.165,92650
02.09.2019 12:33:00.000,1525.165,1525.235,1524.985,1525.065,22059.9999
02.09.2019 12:36:00.000,1525.065,1525.235,1524.955,1524.955,37709.9989
02.09.2019 12:39:00.000,1524.975,1525.145,1524.865,1524.925,22330.0001
02.09.2019 12:42:00.000,1524.945,1525.135,1524.895,1524.945,29089.9994
02.09.2019 12:45:00.000,1524.935,1525.035,1524.645,1524.645,35340.0009
02.09.2019 12:48:00.000,1524.645,1524.825,1524.565,1524.645,19850.0003
02.09.2019 12:51:00.000,1524.645,1524.835,1524.365,1524.665,40929.999299999996
02.09.2019 12:54:00.000,1524.665,1524.835,1524.155,1524.235,43269.9994
02.09.2019 12:57:00.000,1524.232,1524.365,1523.942,1524.095,65359.9995
02.09.2019 13:00:00.000,1524.092,1524.495,1523.552,1524.202,163460.0014
02.09.2019 13:03:00.000,1524.225,1525.592,1524.202,1525.275,195350.0025
02.09.2019 13:06:00.000,1525.275,1525.465,1524.402,1524.475,136179.9985
02.09.2019 13:09:00.000,1524.475,1525.485,1524.475,1525.445,130160.0001
02.09.2019 13:12:00.000,1525.445,1525.855,1524.655,1524.855,120170.00270000001
02.09.2019 13:15:00.000,1524.865,1525.165,1524.165,1524.235,50330.001000000004
02.09.2019 13:18:00.000,1524.235,1525.205,1524.235,1525.045,59299.999800000005
02.09.2019 13:21:00.000,1525.085,1525.735,1524.725,1525.475,68569.9992
02.09.2019 13:24:00.000,1525.475,1525.755,1525.045,1525.065,60739.999599999996
02.09.2019 13:27:00.000,1525.045,1525.225,1524.675,1524.745,55620.0006
02.09.2019 13:30:00.000,1524.755,1525.285,1524.735,1524.995,49749.99940000001
02.09.2019 13:33:00.000,1524.995,1525.845,1524.985,1525.835,38830.0009
02.09.2019 13:36:00.000,1525.845,1526.545,1525.725,1526.255,74890.0007
02.09.2019 13:39:00.000,1526.245,1527.725,1525.845,1527.205,124959.99780000001
02.09.2019 13:42:00.000,1527.185,1527.315,1526.515,1527.025,80779.99949999999
02.09.2019 13:45:00.000,1527.035,1527.325,1526.635,1527.115,73279.9992
02.09.2019 13:48:00.000,1527.115,1527.225,1526.425,1526.645,63920.0006
02.09.2019 13:51:00.000,1526.655,1527.315,1526.355,1527.105,108330.00200000001
02.09.2019 13:54:00.000,1527.105,1527.392,1526.935,1527.175,56899.9992
02.09.2019 13:57:00.000,1527.325,1528.025,1527.155,1527.655,129370.00020000001
02.09.2019 14:00:00.000,1527.665,1527.835,1526.095,1526.255,110260.0004
02.09.2019 14:03:00.000,1526.235,1526.795,1526.175,1526.655,104100.00020000001
02.09.2019 14:06:00.000,1526.705,1527.005,1525.315,1525.615,206020.005
02.09.2019 14:09:00.000,1525.615,1525.955,1525.305,1525.495,168260.0043
02.09.2019 14:12:00.000,1525.505,1526.055,1524.835,1525.315,174210.00079999998
02.09.2019 14:15:00.000,1525.335,1525.765,1525.085,1525.655,106370.0021
02.09.2019 14:18:00.000,1525.595,1525.865,1525.385,1525.665,99009.9982
02.09.2019 14:21:00.000,1525.685,1526.235,1525.465,1526.175,73359.9999
02.09.2019 14:24:00.000,1526.165,1526.175,1525.622,1525.805,52540.000499999995
02.09.2019 14:27:00.000,1525.805,1526.202,1525.675,1526.185,77099.99949999999
02.09.2019 14:30:00.000,1526.195,1526.362,1525.812,1526.055,64969.998799999994
02.09.2019 14:33:00.000,1526.045,1526.485,1525.905,1526.045,56220.00060000001
02.09.2019 14:36:00.000,1526.035,1526.085,1525.645,1525.985,58289.99919999999
02.09.2019 14:39:00.000,1525.985,1526.185,1525.705,1525.745,39199.999500000005
02.09.2019 14:42:00.000,1525.695,1525.975,1525.545,1525.875,51159.9994
02.09.2019 14:45:00.000,1525.842,1526.565,1525.842,1526.415,70910.0002
02.09.2019 14:48:00.000,1526.385,1526.495,1525.795,1525.865,58249.9997
02.09.2019 14:51:00.000,1525.875,1526.515,1525.715,1526.425,61470.00009999999
02.09.2019 14:54:00.000,1526.432,1526.495,1526.085,1526.405,69689.9975
02.09.2019 14:57:00.000,1526.385,1527.215,1526.205,1527.015,88359.9995
02.09.2019 15:00:00.000,1527.015,1527.185,1526.555,1526.625,138359.9956
02.09.2019 15:03:00.000,1526.625,1526.815,1526.105,1526.682,105609.9999
02.09.2019 15:06:00.000,1526.632,1526.992,1526.225,1526.555,101320.0004
02.09.2019 15:09:00.000,1526.525,1526.685,1526.402,1526.455,85459.9997
02.09.2019 15:12:00.000,1526.455,1526.595,1525.942,1526.175,80930.0011
02.09.2019 15:15:00.000,1526.202,1526.475,1526.202,1526.365,60469.9999
02.09.2019 15:18:00.000,1526.295,1526.355,1526.075,1526.305,51970.000400000004
02.09.2019 15:21:00.000,1526.305,1526.375,1526.095,1526.195,77670.0005
02.09.2019 15:24:00.000,1526.175,1526.795,1526.165,1526.775,60389.999200000006
02.09.2019 15:27:00.000,1526.772,1526.775,1525.925,1526.025,76220.00020000001
02.09.2019 15:30:00.000,1526.015,1526.135,1525.912,1525.975,60589.999899999995
02.09.2019 15:33:00.000,1525.975,1526.172,1525.975,1526.172,47549.9984
02.09.2019 15:36:00.000,1526.172,1526.325,1525.935,1525.935,61790.0006
02.09.2019 15:39:00.000,1525.892,1526.225,1525.332,1525.442,87330.00140000001
02.09.2019 15:42:00.000,1525.555,1525.752,1524.612,1525.335,127790.0003
02.09.2019 15:45:00.000,1525.332,1525.425,1524.822,1525.265,68819.9997
02.09.2019 15:48:00.000,1525.275,1528.832,1525.122,1528.192,411220.01039999997
02.09.2019 15:51:00.000,1528.092,1529.815,1528.092,1529.765,458969.9954
02.09.2019 15:54:00.000,1529.755,1529.915,1528.335,1529.195,128219.9993
02.09.2019 15:57:00.000,1529.185,1529.255,1527.655,1527.655,65070.000499999995
02.09.2019 16:00:00.000,1527.715,1528.805,1527.532,1528.115,118649.99680000001
02.09.2019 16:03:00.000,1528.135,1528.685,1528.025,1528.045,84220.0006
02.09.2019 16:06:00.000,1528.045,1528.415,1527.855,1527.902,34250.0005
02.09.2019 16:09:00.000,1527.902,1528.332,1527.895,1528.225,47929.9985
02.09.2019 16:12:00.000,1528.222,1528.242,1527.965,1528.045,38309.9997
02.09.2019 16:15:00.000,1528.045,1528.045,1527.755,1527.945,29970.000500000002
02.09.2019 16:18:00.000,1527.945,1528.425,1527.945,1528.175,38160.0005
02.09.2019 16:21:00.000,1528.185,1528.795,1527.875,1528.795,66660.0018
02.09.2019 16:24:00.000,1528.795,1529.855,1528.685,1529.855,75130.00069999999
02.09.2019 16:27:00.000,1529.855,1529.855,1529.202,1529.275,104690.0005
02.09.2019 16:30:00.000,1529.345,1529.935,1529.102,1529.635,76359.9994
02.09.2019 16:33:00.000,1529.635,1529.942,1529.495,1529.885,69229.9995
02.09.2019 16:36:00.000,1529.902,1531.115,1529.765,1531.015,102114.99960000001
02.09.2019 16:39:00.000,1531.002,1531.502,1530.515,1530.585,86699.9981
02.09.2019 16:42:00.000,1530.585,1530.955,1530.445,1530.445,45280.000199999995
02.09.2019 16:45:00.000,1530.525,1531.302,1530.525,1531.212,81900.0024
